Sentiment,Review
0,"In retrospect, it might have been a mistake to order a burrito from a taco joint.

But I'm a burrito guy; I would easily say it's one of my favorite foods ever, so if I spot it on a menu, I'm almost certainly ordering it.

And so it was that I found myself placing an order for a Carne Asada Burrito with all the fixins (including guacamole, which I paid extra for) on a recent Thursday evening.

After a wait of about 10 minutes, my burrito was ready to eat and I knew I had made a mistake with the very first bite. That first taste contained only plain iceberg lettuce and, worse still, it was almost ice cold. Yikes.

As I continued eating, I did begin to taste the Carne Asada and other ingredients and they are, to put it mildly, nothing special. There are virtually no bold flavors to be had here, and though I had asked for the spiciest level of heat, the burrito was surprisingly, disappointing bland.

The meat itself was chewy and unspectacular, too. The whole thing just tasted of a complete and total lack of effort, ultimately.

I might return to try one of Mi Taco's, uh, tacos, but I can't see myself ever ordering another burrito - especially when the far, far superior Burrito Boyz is just around the corner. (Heck, the nearby Mucho Burrito makes a better product!)"
2,"My last Yelp review for 7 Numbers was in 2012 (five stars) and lemme tell ya, nothing has changed in 7 years (save for an added front patio!!). This is still PRIMO rustic Italian cuisine cooked with love by your honourary Italian grandmother, Mama Rosa. The atmosphere is cool, dim, sexy and fun. The service is beyond lovely (hi Tom!)

My faves: lasagna, grilled sardines, meatballs, sexy duck leg, fish puttanesca, grilled shrimp with pea puree, orechiette pasta with ricotta...but honestly everything is so delicious. And the flourless chocolate cake is the perfect end to the meal ...with an Amaro on ice, of course. Enjoy!"
1,"My friends and I (6+ people) came on a Tuesday for the Tuesday special where you get 8 hardshell tacos to share. My friends ordered the other tacos and really liked the 'In Cod We Trust' taco. We also had quesadillas, corn, and churros (really delicious btw, I highly recommend). I also ordered a cocktail and was surprised at the alcohol content, despite the small portion. Overall, I found the food to be really tasty and well seasoned! I just found the portion sizes to be quite small for the prices they were charging.

Our server did a great job on checking up on us and keeping up with our orders. We would occassionally just blurt out to add another item and I was impressed that they remembered it all- thank you!! Our server was also quite engaging, which made this place very welcoming and down to earth. 

The interior is decorated quite nicely and this place is very hipster. I would also recommend booking a table because, despite the numerous amounts of tables, quite a lot of them were reserved. There is also a bar for people who want to pop by for drinks only. 

The food came at a timely manner and the place was quite comfy. We were decently full but the prices really weren't worth the portion sizes we were given. This knocked back a few stars for me. Also, the bill could not be separated so figuring that out with a large group was not so favorable. Being a large group, we were not notified about the automatic gratuity until we asked for the bill at the end."
1,"What did I just eat? lol
I tried their Famous YoPo Biang Biang Mian. It's a random mix of everything. It has a lot of vegetables (potato, mushrooms, carrots, zucchini, egg & tomato) if you want a healthier option. For me, it's not a lot of meat, a smaller portion and not very filling. The hand pulled noodles were good, the right texture, but again not enough quantity."
1,"Went there with my husband on a Saturday night, and noticed that they don't have many tables for 2-4 people. So you basically have to wait until a table is available. They do have seats on 2 levels. 
The Chinese food was average, nothing special. It's a little bit over priced compared to the other Chinese restaurants that's in the area."
1,"This was in a quieter area. The restaurant was really empty when I came on a weekday. They have a small patio area that is facing a small street. We were seated immediately but no one gave us the menus until 5 minutes later. The service was really slow despite the fact that it was early in the evening without many customers. I noticed they were training some employees that day, so only a few were serving the entire restaurant.

Appetizers: Me and my friends tried a few appetizers and we loved every single one of them.The arancini was great, it was so cheesy and the tomato sauce packed enough flavor. My favorite appetizer is definitely the chicken liver mousse though. The mousse was very flavorful and so smooth. The jelly with the mousse added a nice touch. Next best appetizer is the beef crudo. The aioli served with the beef crudo was amazing, and the beef crudo tasted so fresh overall. I say the chicken liver mousse and the beef crudo are a MUST GET here! 

Mains: The pasta we ordered was SOO SALTY! My group kept waving our server for more water. I hope all their pasta isn't like this, it could be the particular one we got. But the pasta was disappointing. The noodles were cooked nicely, but the sauce was just too salty. We also ordered a side dish of green beans which were alright.

In conclusion, I love the food here. The prices are decent. But I would probably stay away from the pasta that we got this time. Perhaps I will try another pasta next time. The service was slow and my table didn't get much attention from our server. I would have rated it higher if there was better service."
1,"It was alright, servers very friendly 5/5 food 3/5 wouldn't go out of my way to come back. VERY LOUD."
0,"II really, really wanted to just love this place and sorry about the loooong review (i am normally not one to have such an extended view) BUT I made two mistakes today:

1) Cancelling my reservation at Playa Cabana ( the last 5:00 pm spot) to go to this restaurant (SMH)
2) The place is supposed to open at 5,like a dumbass I actually waited until 5:20 when they finally decided they felt like opening.

That kind of slackness will get your business shut down in Toronto, with sooooooooooo many good places to go and eat all within blocks who the hell is really gonna stick around and wait for places to open past the time they should be??? ....ohhhhhhhhh the regret folks.   

When I walked in ,there were only two other people seated ( who also decided to sit outside and wait saw them earlier)..hmm wonder if they too had regret, but anyways onto the experience. Walked in and there was a bartender and 1 person sitting at the bar. So we seat ourselves at the front of the restaurant and it literally took the guy behind the bar 10 min. to finally put down some menus, he goes back to the bar chitty chatty with the guy sitting at the bar another 10 min goes by he  comes back to take the order. We order drinks and food (Sabinita-- layers of refried black beans, cheese, sour cream & guacamole, Poblanito -soft tortilla; mole poblano sauce w/shredded chicken breast; garnished w/sesame seeds) and two Pescado- mole poblano sauce w/shredded chicken breast; garnished w/sesame seeds). 

Slowly two of the wait staff make their way in and the guy behind the bar says something in spanish possibly about being late who knows seems to be the trend here, and then another table of patrons come in and than another the wait staff all of two seem confused and dazed. The Sabinita comes to to the table and I ask the waiter if our drinks are coming he says he doesn't know, 5 min later the rest of the order comes out I ask again about the drinks another guy comes over with a menu I said no I ordered them when I first sat down? Repeated the order ( like really the bartender couldn't remember to send out the friggin drinks when at the time there was a total of 4ppl in the place (I could just imagine if there were more than 12 ppl in this place it would be like chaos to remember OMG all these drinks OMG ....seriously its like amateure night in here).

 He comes back minutes later with the drinks, in all fairness not his fault he didn't take the order initially nor was he the  DUH guy that said didn't know when the drinks were coming, and that is the last time we saw anyone come over,no one came by to check on the table to see if everything was good ( which it was NOT) and the place was not busy 4 tables occupied does not constitute as busy.   

 The Poblanito was just ok , the fish tacos were downright dreadful they were breaded in some sort of cornmeal which  was not an issue but the fish they used had a gelatinous texture and honestly there wasn't a dash of seasoning in the coating or the fish itself  not even the toppings were seasoned. IT WAS BLAND  i could barely get through it so so i doused it with hot sauce and still it stank (tastewise) so I only ate the one left the other one on the plate and covered it with my napkin (RIP).

 So now all I have left is half a beer which i'm chugging so I can get the hell outta there!! I indicate to the waiter that we're ready to leave and the bill arrives and he asked how was it ?  I was blunt, honest said it was terrible he was concerned surprised and wanted specifics, so I went off about the fish he said he would go and let the the guy in the back know ,  I said really you don't have to but off he went came back apologised. I said I guess that is just how its done here the only redeeming thing about this whole meal was the Sabinita & the beer.

 Sad to say but  I'm not one to give 2nd chances when it comes to food & service like I said this city is a ""Food Mecca"" too many other places to go and try, so bottom line I would never venture back to this place, I would rather take my $$ and go around the corner to Barrio Coreano or Tacos El Asador where the service and food at least in my experiences have been consistently great ."
0,"I really wanted to like this place. I've had it bookmarked for ages as I love Italian food but I don't go downtown often so I saved it for a day when I was in the area. 
Anyways that day finally came and I went for my favourite Margarita pizza. But the excitement fizzled as soon as I saw my food. It looked sad. The crust looked crispy but when I bite into it, it was doughy and almost underdone. There was very little ingredients on the pizza and dough to ingredient ration was seriously off. I'm thinking I probably just went at the wrong time on the wrong day but still.... I've literally been waiting over a year to try this place with rad reviews. Honestly disappointed. I didn't even finish it."
1,"Not bad but quality control should be supervised.

We order probably once a month and food quality is a hit or miss.

Like today, broccoli was old. 

Some time the beef noodles, the beef is tough."
0,"Almost gave it two stars (read to find out more) but the one thing I can't get over is serving an alcoholic drink to someone who specified ""virgin"", when you delivered it to the table she checked again that it was ""virgin"", you agree verbally it had no alcohol, she tries some, tastes alcohol and then you go -- ""Oooh actually this one is the virgin"".  Sure, if she was pregnant or on medication or driving, maybe the sip of alcohol wouldn't be *that* big a deal.  But if she was recovering alcoholic, that one sip could literally change her life, and it's up to you as a business to be honest and knowledgeable about what you're serving.

Things that were terrible:
- we had a reservation, they called us to confirm it was for 700 pm, show up, they say oops we thought 730 pm, they literally have to move people from their seats to accommodate us
- during the 45 minute wait for all this to take place, they took drink orders from us multiple times, but never served us drinks
- they dropped an entire plate of steaming hot chicken fajitas on the ground, it splashed boiling sauce all over people, and their clothes as well
- when i went over to the owner at this point to say - now that we are covered in fajita sauce - can we please have the drinks we keep trying to order? she made a HUGE stink about it, just immediately responded, ""We didn't do any of this on purpose, do you understand? We are doing our best"" and then going to every member of my party reiterating that, as though I had done some rude injustice to her, it was super embarrassing and unprofessional
- drinks still took an extra hour and they weren't good
- they served the birthday girl fajitas with no tortillas or sides, just the meat (she didn't ask for that modification)
- the food was so awful my poor fiance actually sent his BACK -- and this is a guy who complains about NOTHING
- bills took over an hour after asking MULTIPLE times
- the place was so warm they had to keep opening the front door to let in cool air

It almost got 2 stars because they did pay the dry cleaning bill for the jacket that was covered in fajitas sauce, but honestly, I can't forgive the alcohol incident.  This whole experience was stressful and awful. I have no idea why they took our reservation (none of us had been there before), we were clearly too big a group for them at 700 (or 730..or 800...depends who you ask) on a Saturday!"
1,"It was alright. Went in here for lunch service and ordered the Khao soi.  I knew all the hype surrounding this restaurant. 

To be honest I don't understand why they are awarded with such accolades I stayed in Thailand for a month so I will use that for comparison. 

I find the Khao soi too rich and coconutty. It over takes the subtle nuances of a balanced dish. It just taste like coconut cream soup. I wouldn't make this the quintessential place for Thai food. Support other local businesses."
2,"One word. FANTASTIC. Came in with no reservation for 2. Immediately the host/ front of house squad accommodated me and got me seated within 2-mins (I was fully prepared to wait for a table). Me and the birthday boy were both first timers - our server had excellent recommendations and he even brought us complimentary olives (WE LOVED THE OLIVES AND BREAD)!!! Ordered off the 3 for 22, the meat portions were GENEROUS... we just came back from Italy in October and felt like we were in Rome again. Some places in TO don't serve portions like that (don't want to say any names - but you know king W isn't your friend). Anyways, carried on and ordered 2 pasta dishes to share the duck and the amatriciana - both were divine. I think the noodles stole the show, thick, soft, and buttery. We ordered the coffee dessert and our server (tall, beard, soft voice, I think he had red hair?) brought  us a surprised cannoli with a candle - very nice touch to end the evening. Other things I wanted to point out - I LOVED the diverse staff, the interior, the soft candles, the low lights, and the intense/bad ass bread cutting lady! She means business. 

Overall, we will be back. Xx"
0,"I rarely ever review restaurants but this was extraordinarily mediocre. Fish stunk, guacamole was too hot (no flavour, just heat) and the service was slow. Don't bother"
0,"We went with my children to this restaurant and the service was good but the food was mediocre and heavily priced for the value. I ordered a cheese melt, and got more sausage than cheese and the cheese was cheddar (this dish is not done with cheddar). For $40 dollars per person without alcoholic beverages, one would expect so much more. It was 7 pm and the place was empty. Very disappointed. We won't go back!"
0,"Went today with my boyfriend to try the dim sum over the weekend and was disappointed. Got there at 1:30 PM and ordered about four or five different dim sum's and was told to wait while it was being made. 

The order was for take out. Waited for an hour and a bit and still no end in sight of when I would get my order. I must've seen five Uber eats pick up their orders way after me and there were two or three people behind the line that got seated for dine in, and got served their food before me getting my order. 

After waiting patiently for an hour for my take out order to be completed I went up to the cashier and told them to cancel our order since it wasn't even made at that point. All they said was that they were really backed up. I spoke to both workers and said this isn't right that you guys didn't tell us we have to wait A whole hour for take out. We have been standing at the restaurant at the lineup for a whole hour and still our order was not made at that point in time. Poor Organization."
0,"Located just across the street from the Broadview TTC station the place is hard to miss. A no frill joint with simple Mexican decor. Based on the reviews ordered the 3 for10$ tacos : Asada, steak and chorizo... I had a lot of hope , but crash landed my expectations with dry and not so fresh tacos. Honestly not at all up to the mark. Wife ordered a tostada with tinga de pollo ( chicken) and was equally disappointed with the serving size and taste. We definitely need to go back to Seven Lives to reset our experience."
0,"This is yet another restaurant in Chinatown which specializes in homemade dumplings and Northern Chinese cuisine. 

I came here only because Yummy Dumplings was closed for lunch on Wednesday, so I ended up here to satisfy my dumpling cravings. 

I ordered the pork & chives dumplings (boiled) which was so so. The skin was thicker than I'm used to but still acceptable & you get 16 dumplings for $7.99. The XLB soup dumplings came next. It was presented in the usual bamboo steamer and you get 10 small bite size pieces. It certainly wasn't my favourite because the skin was thick & some seemed under cooked. The pork filling was okay but the soup content wasn't very consistent. Some were not replete with soup when biting into them and overall wasn't very satisfying. Also it's typically served with some fresh ginger on the side to make your dipping sauce but they don't here. Maybe their Xian style dishes are what they are best known for but it certainly wasn't the dumplings."
2,Just dropped by for lunch with clients the other day and everything was delicious. The portion size is also generous. I think this is one of the best value Italian dining experience in the city!
1,"3.5/5 
The food is alright and authentic, prices are reasonable for the area and the service is friendly. The guacamole is made fresh to order so that's always a plus! I ordered 3 different taco flavours (steak, pork and fish) and preferred the steak fajitas tacos the best as it was super juicy. Wish there was some type of small side that accompanied the meal."
1,"One of the OG restaurants of Toronto's Chinatown. It is a classic ""hole in the wall"" that has stood the test of time. The surrounding area is slowly but surely undergoing gentrification.  I remember a lot more Chinese supermarkets and aunties selling vegetables and other items along the streets. 

The restaurant is small and cramped. If you have a seat near the kitchen doors, be prepared for the stench every time the door swings open. You don't come here for the ambiance/service. You come here for Chinese food. 

Washrooms are in the basement, as with most restaurants in the area. 

Service is as expected from a Chinese restaurant. Effective. 

Ordered:
""Fish sliced noodle soup"": I chose vermicelli, which is thin rice noodles. The ""fish sliced"" is actually a blend of mystery fish made into a cube pre-cooked and sliced. It's probably the same item used for hotpot. Instead of this topping, I'd recommend the fish balls (you really taste the ""fishiness""). 

The soup is clear and very mild in flavour. It's not overly salty. A plus is the vegetables that accompany the soup. 

Observing the other tables' chow meins, rice dishes etc., I believe Markham Chinese food / Congee Queens provide much better value (quantity:price ratio)"
2,"5 stars for a wonderful, delicious Italian meal on one of my last nights in Toronto with my fabulous team. 

Our large group of 10 came in a bit earlier than our reservation, so we waited in the lounge area while our table was prepared. The great thing about this is that there is a bar in the lounge, so we were able to have a few glasses of wine while we waited. 

Once our table was ready we were led to a beautiful private room in the back. Our server came over right away, dropped off a round of waters, and started pouring a never-ending supply of wine. He was awesome throughout, always making sure to check in on us, fill up our glasses, and take plates away before the table got too crowded. 

Yes, the wine was delicious, but the food... wow, the food was even better. There were a few appetizers shared throughout the whole table: calamari, burrata, and bread w/ olive oil and balsamic, just to name a few. For mains, my work pals ordered an assortment of pizzas, salads, and pastas. I don't remember everything that was on the table, but I do remember that everything I tried was delicious. For myself, I ordered the tortellini ricotta (spinach tortellini stuffed w/ ricotta & pecorino, topped w/ sage, butter, and parmesan). It. Was. Delicious. Even though I was pretty full by the time my main got to the table, I still finished the whole plate clean, because it was just so good. 

Overall, it was a wonderful evening with my work family. Great food, great drinks, great service, and great company... what else could you want?"
2,"Oh YUMMMM. Awesome little place for brunch. 

Overall, the food here is really good - but it IS pretty heavy and tad salty. Olive oil galoreeee. 
- Uova Strapazzatte: Yummy, soft, silky scrambled eggs with some truffle snow sprinkled on top. I would have rathered actual slices of truffle as they used to do instead of this powdery stuff... still tasted good tho! Comes with two thick cut slices of rustic bread, perfect to eat the eggs with. You're guaranteed to have fulfilled your carbs and fat content for the day after this meal LOL. 
- Porchetta sandwich: Really good too! The pork is seasoned very well and it's super tender too. Nice hint of sweetness too from the sauce.

Service was amaaaazeee! They checked up on us and constantly refilled our water. Also did not rush you out the door once you finished eating so you can continue your convo in peace.

We came on Saturday around 11 for brunch and there were no lineups at all, but the restaurant was full tho!"
0,"We ordered three pasta dishes all of them were mediocre; lobster, vongole and octopus. Lacking flavor and pasta overcooked. Very skimpy on the seafood. Fail. Never again. Not worth the calories. Very disappointed and I'm a carb/pasta whore."
0,"Came here for a late lunch with my boyfriend. Love the ambience and the decor of this place. Unfortunately, this was the highlight of the entire meal. Service was very lack-lustre, perhaps we caught them at a time when they were recovering from the lunch rush. A bit disappointing considering there were only a couple of tables and you'd think service would then be on point.

We shared the frutti di mare, some olives, and the chitarra carbonara, and a couple of glasses of wine. The frutti di mare was quite fresh, but the portion was quite small considering the price point. The olives were pretty delicious and was a great little appy. Unfortunately, the carbonara, which looked amazing was flavourless, dry, and lacked any seasoning. The egg itself was fantastic but barely provided any flavour or added any creaminess to the pasta.

I was really looking forward to finding a staple Italian restaurant nearby, but with all the other Italian restaurants in the area, I can't really think of any reason, why we'd come back to Taverna Mercatto."
2,"My son wanted to have Italian food to celebrate his 18th birthday. I looked at different options and decided on Stelvio. I am glad that this was the restaurant I chose. We walked there from Chinatown and it was easy to find. Our waitress was a class act. She spent time explaining the menu and each of the dishes. I was impressed by how knowledgeable she was. 

She told us the menu changes every season. I decided to go with her recommendation of the Pizzoccheri Di Teglio. I found out that this is hard to find in the United States and it's only served in the winter months in Italy. I didn't know what to expect but it was delicious. My dad and son were also happy with their dishes. 

It was a nice time with family while eating delicious food."
0,"This place is definitely deceiving with all the good reviews. The food is not particularly good and we ordered a great variety of food so we could try a little bit of everything. The service was lacking and the mandatory tip amount is fairly high for big groups which we felt they did not deserve. The free bread they handed out at the beginning was not enough for the amount of people we had. We expected them to give us one per person at least and they did not warn us that we would be charged for it when we asked for more when we realized there was not enough for everyone. When the bills came and we asked about it, the server very rudely said if you just don't want to pay go talk to my manager. A lot of us will never come back to this restaurant."
0,"I ordered a taco from here, the Monterrey Steak. So tiny, it fits in the palm of your hand. Taste was ok but I don't think it is worth $6-7."
2,"This quaint Italian restaurant was an excellent choice for our family celebration. From the minute we walked in, we felt welcomed and asked if we wanted drinks etc....our waitress was very professional and accommodating; exceeded our expectations. The appetizers were delicious, especially the arrincini and calamari. Dinner was amazing; the pizza was perfect and the variety of pastas were fresh and tasty. Dessert was refreshing, especially the sorbet, homemade of course. Well deserving a 5 star."
0,"Came here for a team lunch and ordered the fixed menu because the main menu apparently wasn't fully available during lunch.....very confusing menu setup but ended up ordering the risotto and cheese fried balls and the roasted chicken.

The risotto cheese balls were surprisingly good because when the dish arrived it was very underwhelming. The balls had a really good crust and when i fried poked into one it had a really good cheese pull. What i also enjoyed was the tomato sauce at the bottom which cut the oiliness of the fried balls significantly, a really good match.

The chicken however was very disappointing. The chicken was very tender on the inside but that was probably because small chunks were undercooked and raw ish....the pasta under was kind of dry and clumped together. Lastly the texture was a little boring, there was a little bit of char on the skin but seems to be only from the salamander so the really wasn't a real crust on the chicken.

Overall the restaurant seemed good but just didnt get a good experience this time."
0,"Without question the worst cashew nut chicken I ever unfortunately ordered...
Smaller than most restaurants portions, to top it off; $18.01 for garbage food.
There are many WRONGS in this world; a bad meal is pretty low in the grand scheme of things/life.  BUT; a garbage meal is still a garbage meal.  Staff looked miserable, absolutely unpleasant.  I don't need an ass-kissing or TLC at a fast food Chinese restaurant, this was depressing.  Waste of money, waste of time."
0,"The food here was mediocre but the service was absolutely abysmal, to the point where I'm not even considering the food in the rating I'm giving. 

The server was extremely rude - I asked for an iced tea (canned drink) upon being seated after a 20 minute wait and the server legit said ""just order your drink when you order everything else"" and walked away, even though it was simply a canned drink that takes 1 minute to take out of the fridge. 

When it came time to order our meal, I asked for the drink again, which the server acknowledged. I didn't receive the drink during my whole meal and no one came to check on us so I wasn't able to reorder. 

When the bill came, they actually had the audacity to charge us for the drink that I never received, and when we asked them to take it off the bill they didn't come back with the bill for over 15 minutes, and didn't print a receipt for us because their ""machine was broken"". 

Honestly I'm not sure if we were charged for it, but a place that would allow their servers to talk to/treat customers like this is definitely not a place that I would recommend to others because it says a lot about the restaurant's values and culture, and the food is definitely not special enough to put up with this kind of service."
0,Cockroaches running around.  This place is very dirty and the food isn't nice.  I would not recommend unless you are asking for a stomach ache.
0,"We came here for Peking Duck around late lunch time and ended up getting dim sum.

Steamed barbecue pork bun: yes! Get this! Flavorful and light. I also enjoyed the pork shrimp and scallop siu mai.

Average items: deep fried mini shrimp ball

Things I didn't care for: deep fried dumpling of Berkshire pork and baby shrimp (tasted like a sesame ball with a filling), baked mini egg tart, steamed soft bun filled with custard, tapioca lychee and mango in chilled sweet soup

DO NOT GET: steamed short spare rib in garlic and toasted garlic. This dish was horrendous! It was slimy!

We weren't too impressed so we left to have another meal around the corner."
1,"Some hits and many misses; 
Always sad when slow/ inattentive or simply bad service ruins great dishes. However, the setting, the space, and the wine list are great. 

The food: although executed greatly leaves something to be desired in flavour. Simple ingredients are supposed to speak for themselves here mostly, however more ""cooked"" dishes lacked savoury or original flavours that would make you go back for specific dishes. 

The good:  Cacio e pepe is great- am I running back for it anytime, maybe. 
The disappointing: Avoid the Branzino (sea bass) if you have a problem with bones- they make no effort in deboning it before serving. 

The main issue here is service. It was exceptionally slow; had to call the staff several time for refills, orders, more wine, where's our food... etc. T
he timing between each course needed to be shortened but half if not more. I don't think they want you sitting there for 3 hours without dessert even. There were too many loooong pauses during meal staring at an empty table waiting for another round of dishes. 

With lots of great Italian options in the city I would definitely consider it more like a wine bar with a few nibbles rather than a full fledged hearty meal."
2,"Amazing food, amazing service!

First time I went for their famous funghi pasta, so tasty and the portion has a good size!
While I was waiting for my pasta, I saw some pizzas and it was looking so good.
I'm not a big fan of pizza (I know, weird hahaha), but the next time I went there I needed to try it for sure.
I ordered the ""Prosciutto e Rucola"" pizza, I finished the whole pizza!!!! Light but filling, crunchy crust and fresh ingredients! I asked for more Parmesan and there he came with lots of it, loved!

For dessert I got the cannoli, it comes 2 pieces, and soooooo good! Full of pistachios on top, it was delicious.

Our server was David, such a kind and fun guy, thanks man! :)"
2,My absolute favourite! Keep coming back for the amazing lamb chops and fantastic service. I've never had to wait to be seated for our reservation and waiters are always prompt and polite.
0,"Inattentive staff, over cooked food. Noodle break right apart because it's so overdone."
0,"Worst experience I have ever had at a restaurant! 
The service was so slow; we got our food after exactly one hour. Also, the server didn't speak English, was aggressive, and had an attitude. 
Moreover, the food was served colder than usual and was extra oily. 
We tried to address the issue to the manager but he said: ""it's okay"". 
I don't recommend even giving this restaurant a try!"
0,"Food was awful - worst tacos I've had in my entire life - the meat tasted funky like it had gone bad and was burnt. The rice was bland with zero seasoning. They never even brought out the app we asked for (but they did try to charge us for it). I have no idea how this place has so many high ratings, the only positive is the food is cheap (although even at this price point it's not worth it). Even the mojito was subpar.

Stay home and make your own - it'll probably taste like a Michelin restaurant in comparison."
2,"Loved their pasta. We had the Paccheri pasta; so fresh!!! We also got their baseball sized mozzarella cheese ball & OMG that was amazing. It was soft, not chewy, smooth and creamy with light flavor. I cannot speak to their prices, customer service, or the environment; but, Thank you for supporting Healthcare workers!!"
0,"Unfortunate to see such a great and authentic place go down in quality after growth in business. 

I loved Mi Taco when it first opened, it has a real authentic feel to it, amazing flavours of everything. 

I went back today after a couple years out of the neighbourhood and was so excited to go back, I was happy to see how busy they were and they had renovated. 

Unfortunately the quality of taco took a MASSIVE hit. The corn tortilla was mush by the time my food came to me. No seasoning at all. What a disappointing experience and loss in Toronto's Taco scene."
1,"This place is a small hole in the wall and worth visiting if you crave some good old fashioned tacos rather than the commercial stuff.. portion sizes were good however the flavours were slightly missing for me.. 

I would visit them again if I was in the area, but not necessarily my go to place. Please don't let my review deter you from trying their tacos though, they are still pretty good. 

Flavours can be very subjective and this place is definitely worth a try.. but if you know and love tacos and taco culture as much as me, then you would also know that everyone has their own go to spot.. 

This place has great service, friendly staff and a small seating area if you just want to eat quickly or grab'n'go."
2,"This is one of my favourite newly found gems for great pasta! All the staff are extremely friendly and greet you right as you walk in. What's great about it is that you can't eat for here and pack it to go! Another great thing about Baretto Caffe is that you're able to pick what kind of pasta you'd like to eat (rotini, fettuccini, penne, etc.). I've had their rosé rotini pasta and it's to die for. It tastes very authentic to their culture and its great for its price. I'd like to say that their food was the star of the show, however their service and friendliness of all the staff really made it one of the most enjoyable and pleasant dining experiences I've had, if not the best! I would go here again :)

Food: 10/10
Service: 10/10
Worth?: 10/10"
0,"Ordered a whole roast duck. One of the worker says to me that he had to cut the duck inside the kitchen. While I came home and opened the take out boxes, one of the box was full but the other box was half full and there were a lot of ducks's necks to replace the empty space. I have assumed they stole some of the goods part of the duck for their combo rice meal and they make $$$ out of that. No wonder that they had to cut the duck inside the kitchen so that you can not see what they are stealing. I had call my friends and they say the same thing.  The duck was good and you can taste the freshness and was not frozen but you lost me as a customer for life. The reasons why I brought the roast duck from them at that time because the other two Chinese roast meat place in the same area was closed due to Covid 19 and they was the only place open for Chinese roast meat. Words of month travel very fast and your business will suffer because of this unethical practice.
Now I know how they are able to sell the rice combo meals so cheap.
Buyers Beware."
2,Great place with such a cozy ambiance! We sat at the bar and enjoyed some of the best ribeye steak I ever had! My husband got the Caccio e Peppe! The ribeye was seasoned perfectly and the salad that came with us was perfect! I wish I was staying in Toronto long enough to eat here again!
0,"Honestly, I don't know how this place averages 4.5 stars. My review would have been a 3.5 had it not been for the horrible service. 

My party made a reservation for about 12 people and we were given the room upstairs where other parties were dining as well. The layout and spacing in this restaurant are very tight so watch your step. The seating in the front doesn't quite make sense layout wise. When I walked up to the stairs me and an employee were basically dancing around each other to just get by each other...just why.

Our server the entire night honestly had an attitude problem. He basically had a stick up his ***. He was passive aggressive the minute we got there all the way to the end. He asked if we wanted appetizers and since we were waiting on a few people we asked for a couple of minutes. Unlike a regular waiter who would walk away and let you discuss he stood there hovering and just waiting for us to give him an answer before leaving. Even when he was putting dishes down he was just dropping them and tossing side plates here and there, it was completely unprofessional. It was time for pasta and while our waiter dished out the cheese another waiter helped with pepper. But the pepper waiter took a little longer than the cheese and you could hear our waiter yelling at the pepper waiter from the other room. Is this not supposed to be a classy environment? Why are you yelling at him in front of all the customers? 

Aside from the horrible service, the food was actually very good and the portions were huge! I ordered the Spaghetti Mare de Mario and the amount of seafood definitely did not disappoint! There were a ton of mussels but the spaghetti was not fully cooked. I had a chunk of it still stuck to each other and hard...

Overall I do not think this place deserves the rating it has based on this experience."
1,"Dining here on a Saturday night was a 30 mins wait on the waitlist for a group of four. There was a small waiting area so it wasn't terrible but heads up, the place is pretty noisy

We ordered the ""boiled clams"", the ""Sichuan Picked Flavoured Beef in soup"", and their iced plum green tea

The clams were def a hit and a very reasonable price ($8) we really enjoyed the flavour and quality of the dish

The beef soup sadly was a ""miss"", the beef shavings were decent quality but the taste wasn't enjoyable. Too many peppercorns were left in the dish and slightly tasted off ( I'm unsure if stale or...) 

Tbh the spice level is manageable and not over the top, I just found the flavour to be subpar for Sichuan soup dishes 

The plum green tea isn't a fave either, extremely sweet and diluted (tastes like a watered down freezie )"
2,"My hometown is full of expensive Italian restaurants, and recently I went to an underwhelming one in the outskirts of Toronto. But after my visit to Sugo I left painfully full, satisfied, and itching to go back. Great food does not need to cost an arm and a leg.

We went in for lunch in this small and welcoming restaurant, with us in a line against the wall as we wait our turn for our feast. We were quickly given the bar seating along the perimeter.

Our waiter was snappy, funny, casual, and informative. Real cool guy that gave us everything we need to make a solid decision on what to order. That decision was... to order as much as possible.

We ordered the spaghetti, gnocci, rigatoni, and deli sandwich along with chicken parm and meatballs. My main dish with the chicken parm was excellent, with the chicken juicy and well cooked. I COULD NOT GET ENOUGH OF THE GNOCCI. That sharp, zesty sauce really complimented all those soft dough meatballs, mozzarella cheese, and chicken. Also, I love how each pasta has it's own dedicated sauce. The spicy pink sauce with the rigatoni was my second favorite; I'll probably go that way with a veal parm next!

Thanks Sugo for the great experience, my friends and I will be back soon! #werenotfromnyc"
2,I'm not sure the others ~ but I went there on my birthday ~ definitely love their pasta and desert~ a little bit pricy because of the location for sure ~ had great memorial  with my family ~ I wasn't the one to order that night ~ so I'm not sure the name of the dishes I had that night ~
